Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,source,4s,6s
B Muzarabani (ZIM),2017-2017,1,2,1,14,10,14.00,,,0,0,0,test.csv,,
MJ Nicholson (AUS),1998-1998,1,2,0,14,9,7.00,,,0,0,0,test.csv,,
ASM Oakman (ENG),1956-1956,2,2,0,14,10,7.00,,,0,0,0,test.csv,,
CT Patankar (INDIA),1955-1956,1,2,1,14,13,14.00,,,0,0,0,test.csv,,
SR Patil (INDIA),1955-1955,1,1,1,14,14*,-,,,0,0,0,test.csv,,
HLE Promnitz (SA),1927-1928,2,4,0,14,5,3.50,,,0,0,0,test.csv,,
A Rose-Innes (SA),1889-1889,2,4,0,14,13,3.50,,,0,0,2,test.csv,,
Subashis Roy (BDESH),2017-2017,4,6,5,14,12*,14.00,,,0,0,1,test.csv,,
NC Tufnell (ENG),1910-1910,1,1,0,14,14,14.00,,,0,0,0,test.csv,,
GF Vernon (ENG),1882-1883,1,2,1,14,11*,14.00,,,0,0,0,test.csv,,
KIW Wijegunawardene (SL),1991-1992,2,4,1,14,6*,4.66,,,0,0,0,test.csv,,
Ziaur Rahman (BDESH),2013-2013,1,2,0,14,14,7.00,,,0,0,1,test.csv,,
SN Banerjee (INDIA),1949-1949,1,2,0,13,8,6.50,,,0,0,0,test.csv,,
A Coningham (AUS),1894-1895,1,2,0,13,10,6.50,,,0,0,0,test.csv,,
WH Cooper (AUS),1881-1884,2,3,1,13,7,6.50,,,0,0,0,test.csv,,
Hon.CJ Coventry (ENG),1889-1889,2,2,1,13,12,13.00,,,0,0,0,test.csv,,
TWJ Goddard (ENG),1930-1939,8,5,3,13,8,6.50,,,0,0,1,test.csv,,
L Hone (ENG),1879-1879,1,2,0,13,7,6.50,,,0,0,0,test.csv,,
Jubair Hossain (BDESH),2014-2015,6,5,2,13,7*,4.33,,,0,0,1,test.csv,,
UN Kulkarni (INDIA),1967-1968,4,8,5,13,7,4.33,,,0,0,1,test.csv,,
HA Musgrove (AUS),1885-1885,1,2,0,13,9,6.50,,,0,0,0,test.csv,,
PWG Parker (ENG),1981-1981,1,2,0,13,13,6.50,,,0,0,1,test.csv,,
R Pollard (ENG),1946-1948,4,3,2,13,10*,13.00,,,0,0,0,test.csv,,
RR Powar (INDIA),2007-2007,2,2,0,13,7,6.50,,,0,0,0,test.csv,,
S Ragoonath (WI),1999-1999,2,4,1,13,9,4.33,,,0,0,1,test.csv,,
RT Stanyforth (ENG),1927-1928,4,6,1,13,6*,2.60,,,0,0,1,test.csv,,
RB Stewart (SA),1889-1889,1,2,0,13,9,6.50,,,0,0,0,test.csv,,
PHJ Trimborn (SA),1967-1970,4,4,2,13,11*,6.50,,,0,0,1,test.csv,,
KP Walmsley (NZ),1995-2000,3,5,0,13,5,2.60,,,0,0,2,test.csv,,
CAK Walton (WI),2009-2009,2,4,0,13,10,3.25,,,0,0,1,test.csv,,
T Yohannan (INDIA),2001-2002,3,4,4,13,8*,-,,,0,0,0,test.csv,,
CE Floquet (SA),1910-1910,1,2,1,12,11*,12.00,,,0,0,0,test.csv,,
Ghulam Abbas (PAK),1967-1967,1,2,0,12,12,6.00,,,0,0,1,test.csv,,
GL Gibbs (WI),1955-1955,1,2,0,12,12,6.00,,,0,0,1,test.csv,,
G Gladstone (WI),1930-1930,1,1,1,12,12*,-,,,0,0,0,test.csv,,
JL Hopwood (ENG),1934-1934,2,3,1,12,8,6.00,,,0,0,0,test.csv,,
LWS Kaluperuma (SL),1982-1982,2,4,1,12,11*,4.00,,,0,0,2,test.csv,,
NT Pascal (WI),2010-2010,2,2,0,12,10,6.00,,,0,0,0,test.csv,,
ACS Pigott (ENG),1984-1984,1,2,1,12,8*,12.00,,,0,0,0,test.csv,,
GK Robertson (NZ),1986-1986,1,1,0,12,12,12.00,,,0,0,0,test.csv,,
Shahid Saeed (PAK),1989-1989,1,1,0,12,12,12.00,,,0,0,0,test.csv,,
Wafadar Momand (AFG),2018-2019,2,3,1,12,6*,6.00,,,0,0,1,test.csv,,
FH Walters (AUS),1885-1885,1,2,0,12,7,6.00,,,0,0,0,test.csv,,
CD Watson (WI),1960-1962,7,6,1,12,5,2.40,,,0,0,2,test.csv,,
MG Webb (NZ),1971-1974,3,2,0,12,12,6.00,,,0,0,1,test.csv,,
MR Adair (IRE),2019-2019,1,2,0,11,8,5.50,,,0,0,0,test.csv,,
FS Ahangama (SL),1985-1985,3,3,1,11,11,5.50,,,0,0,1,test.csv,,
BJ Bess (WI),2010-2010,1,2,1,11,11*,11.00,,,0,0,1,test.csv,,
EG Bock (SA),1935-1935,1,2,2,11,9*,-,,,0,0,0,test.csv,,
SJE Brown (ENG),1996-1996,1,2,1,11,10*,11.00,,,0,0,0,test.csv,,
SS Cottrell (WI),2013-2014,2,4,0,11,5,2.75,,,0,0,1,test.csv,,
WF Giffen (AUS),1887-1892,3,6,0,11,3,1.83,,,0,0,1,test.csv,,
EJ Gregory (AUS),1877-1877,1,2,0,11,11,5.50,,,0,0,1,test.csv,,
TU Groube (AUS),1880-1880,1,2,0,11,11,5.50,,,0,0,1,test.csv,,
GM Guard (INDIA),1958-1960,2,2,0,11,7,5.50,,,0,0,0,test.csv,,
CEJ Guest (AUS),1963-1963,1,1,0,11,11,11.00,,,0,0,0,test.csv,,
AE Hall (SA),1923-1931,7,8,2,11,5,1.83,,,0,0,4,test.csv,,
H Klaasen (SA),2019-2019,1,2,0,11,6,5.50,,,0,0,0,test.csv,,
VM Muddiah (INDIA),1959-1960,2,3,1,11,11,5.50,,,0,0,1,test.csv,,
JM Noreiga (WI),1971-1971,4,5,2,11,9,3.66,,,0,0,1,test.csv,,
AL Ochse (SA),1928-1929,3,4,1,11,4*,3.66,,,0,0,0,test.csv,,
G Sharma (INDIA),1985-1990,5,4,1,11,10*,3.66,,,0,0,2,test.csv,,
CK Singh (WI),1960-1960,2,3,0,11,11,3.66,,,0,0,2,test.csv,,
J Slight (AUS),1880-1880,1,2,0,11,11,5.50,,,0,0,1,test.csv,,
GB Street (ENG),1923-1923,1,2,1,11,7*,11.00,,,0,0,0,test.csv,,
R Vinay Kumar (INDIA),2012-2012,1,2,0,11,6,5.50,,,0,0,0,test.csv,,
MG Waite (AUS),1938-1938,2,3,0,11,8,3.66,,,0,0,1,test.csv,,
KA Walter (SA),1961-1961,2,3,0,11,10,3.66,,,0,0,1,test.csv,,
BT Watambwa (ZIM),2001-2002,6,8,5,11,4*,3.66,,,0,0,2,test.csv,,
PN Webb (NZ),1980-1980,2,3,0,11,5,3.66,,,0,0,0,test.csv,,
JJ Whitaker (ENG),1986-1986,1,1,0,11,11,11.00,,,0,0,0,test.csv,,
JP Agnew (ENG),1984-1985,3,4,3,10,5,10.00,,,0,0,0,test.csv,,
Kabir Ali (ENG),2003-2003,1,2,0,10,9,5.00,,,0,0,0,test.csv,,
GD Campbell (AUS),1989-1990,4,4,0,10,6,2.50,,,0,0,2,test.csv,,
B Casson (AUS),2008-2008,1,1,0,10,10,10.00,,,0,0,0,test.csv,,
AC Dawson (SA),2003-2003,2,1,0,10,10,10.00,,,0,0,0,test.csv,,
H Dean (ENG),1912-1912,3,4,2,10,8,5.00,,,0,0,1,test.csv,,
AM de Silva (SL),1993-1993,3,3,0,10,9,3.33,,,0,0,1,test.csv,,
WRS de Silva (SL),2002-2007,3,2,1,10,5*,10.00,,,0,0,0,test.csv,,
CJ Drum (NZ),2001-2002,5,5,2,10,4,3.33,,,0,0,1,test.csv,,
GM Emmett (ENG),1948-1948,1,2,0,10,10,5.00,,,0,0,1,test.csv,,
ESH Giddins (ENG),1999-2000,4,7,3,10,7,2.50,,,0,0,3,test.csv,,
JR Hodges (AUS),1877-1877,2,4,1,10,8,3.33,,,0,0,1,test.csv,,
CL Johnson (SA),1896-1896,1,2,0,10,7,5.00,,,0,0,0,test.csv,,
TA Lloyd (ENG),1984-1984,1,1,1,10,10*,-,,,0,0,0,test.csv,,
CJ McKay (AUS),2009-2009,1,1,0,10,10,10.00,,,0,0,0,test.csv,,
JM Mennie (AUS),2016-2016,1,2,0,10,10,5.00,,,0,0,1,test.csv,,
BD Morrison (NZ),1963-1963,1,2,0,10,10,5.00,,,0,0,1,test.csv,,
DT Mutendera (ZIM),2000-2000,1,2,0,10,10,5.00,,,0,0,1,test.csv,,
AM Pai (INDIA),1969-1969,1,2,0,10,9,5.00,,,0,0,0,test.csv,,
KE Palmer (ENG),1965-1965,1,1,0,10,10,10.00,,,0,0,0,test.csv,,
Pankaj Singh (INDIA),2014-2014,2,4,1,10,9,3.33,,,0,0,2,test.csv,,
SF Rehman (PAK),1958-1958,1,2,0,10,8,5.00,,,0,0,0,test.csv,,
JPF Travers (AUS),1902-1902,1,2,0,10,9,5.00,,,0,0,0,test.csv,,
KEA Upashantha (SL),1999-2002,2,3,0,10,6,3.33,,,0,0,0,test.csv,,
PK Wijetunge (SL),1993-1993,1,2,0,10,10,5.00,,,0,0,1,test.csv,,
ER Wilson (ENG),1921-1921,1,2,0,10,5,5.00,,,0,0,0,test.csv,,
B Yograj Singh (INDIA),1981-1981,1,2,0,10,6,5.00,,,0,0,0,test.csv,,
KN Amalean (SL),1986-1988,2,3,2,9,7*,9.00,,,0,0,0,test.csv,,
TS Chisoro (ZIM),2017-2017,1,1,0,9,9,9.00,,,0,0,0,test.csv,,
LJ Coldwell (ENG),1962-1964,7,7,5,9,6*,4.50,,,0,0,1,test.csv,,
EQ Davies (SA),1936-1939,5,8,3,9,3,1.80,,,0,0,2,test.csv,,
M de Lange (SA),2011-2012,2,2,0,9,9,4.50,,,0,0,1,test.csv,,
RR Dower (SA),1899-1899,1,2,0,9,9,4.50,,,0,0,1,test.csv,,
A Hearne (ENG),1892-1892,1,1,0,9,9,9.00,,,0,0,0,test.csv,,
Iftikhar Anjum (PAK),2006-2006,1,1,1,9,9*,-,,,0,0,0,test.csv,,
TF Johnson (WI),1939-1939,1,1,1,9,9*,-,,,0,0,0,test.csv,,
LR Joslin (AUS),1968-1968,1,2,0,9,7,4.50,,,0,0,0,test.csv,,
J McIlwraith (AUS),1886-1886,1,2,0,9,7,4.50,,,0,0,0,test.csv,,
B Mavuta (ZIM),2018-2018,2,4,0,9,6,2.25,,,0,0,2,test.csv,,
Mohammad Khalil (PAK),2004-2005,2,4,1,9,5,3.00,,,0,0,1,test.csv,,
NO Norton (SA),1910-1910,1,2,0,9,7,4.50,,,0,0,0,test.csv,,
RJ Quiney (AUS),2012-2012,2,3,0,9,9,3.00,,,0,0,2,test.csv,,
Riaz Afridi (PAK),2004-2004,1,1,0,9,9,9.00,,,0,0,0,test.csv,,
GF Rorke (AUS),1959-1959,4,4,2,9,7,4.50,,,0,0,1,test.csv,,
BN Schultz (SA),1992-1997,9,8,2,9,6,1.50,,,0,0,3,test.csv,,
AK Sengupta (INDIA),1959-1959,1,2,0,9,8,4.50,,,0,0,0,test.csv,,
FW Tate (ENG),1902-1902,1,2,1,9,5*,9.00,,,0,0,0,test.csv,,
DS Tomlinson (SA),1935-1935,1,1,0,9,9,9.00,,,0,0,0,test.csv,,
Zakir Khan (PAK),1986-1989,2,2,2,9,9*,-,,,0,0,0,test.csv,,
Agha Saadat Ali (PAK),1955-1955,1,1,1,8,8*,-,,,0,0,0,test.csv,,
Alamgir Kabir (BDESH),2002-2004,3,5,1,8,4,2.00,,,0,0,2,test.csv,,
HS Chang (WI),1979-1979,1,2,0,8,6,4.00,,,0,0,0,test.csv,,
UG Dowe (WI),1971-1973,4,3,2,8,5*,8.00,,,0,0,0,test.csv,,
FJ Durston (ENG),1921-1921,1,2,1,8,6*,8.00,,,0,0,0,test.csv,,
PA Emery (AUS),1994-1994,1,1,1,8,8*,-,,,0,0,0,test.csv,,
N Gordon (SA),1938-1939,5,6,2,8,7*,2.00,,,0,0,3,test.csv,,
J Harry (AUS),1895-1895,1,2,0,8,6,4.00,,,0,0,0,test.csv,,
M Henderson (NZ),1930-1930,1,2,1,8,6,8.00,,,0,0,0,test.csv,,
CFW Hime (SA),1896-1896,1,2,0,8,8,4.00,,,0,0,1,test.csv,,
DJ Johnson (INDIA),1996-1996,2,3,1,8,5,4.00,,,0,0,0,test.csv,,
S Kalavitigoda (SL),2005-2005,1,2,0,8,7,4.00,,,0,0,0,test.csv,,
ACI Lock (ZIM),1995-1995,1,2,1,8,8*,8.00,,,0,0,1,test.csv,,
HSB Love (AUS),1933-1933,1,2,0,8,5,4.00,,,0,0,0,test.csv,,
DAN McRae (NZ),1946-1946,1,2,0,8,8,4.00,,,0,0,1,test.csv,,
NA Mallender (ENG),1992-1992,2,3,0,8,4,2.66,,,0,0,0,test.csv,,
NE Marshall (WI),1955-1955,1,2,0,8,8,4.00,,,0,0,1,test.csv,,
BD Milburn (NZ),1969-1969,3,3,2,8,4*,8.00,,,0,0,1,test.csv,,
Mufasir-ul-Haq (PAK),1965-1965,1,1,1,8,8*,-,,,0,0,0,test.csv,,
N M'shangwe (ZIM),2014-2014,2,4,0,8,8,2.00,,,0,0,3,test.csv,,
Naseem Shah (PAK),2019-2019,3,3,2,8,7,8.00,,,0,0,0,test.csv,,
GWF Overton (NZ),1953-1954,3,6,1,8,3*,1.60,,,0,0,2,test.csv,,
AL Padmore (WI),1976-1976,2,2,1,8,8*,8.00,,,0,0,1,test.csv,,
GH Pope (ENG),1947-1947,1,1,1,8,8*,-,,,0,0,0,test.csv,,
U Ranchod (ZIM),1993-1993,1,2,0,8,7,4.00,,,0,0,0,test.csv,,
CR Rangachari (INDIA),1948-1948,4,6,3,8,8*,2.66,,,0,0,3,test.csv,,
KV Sharma (INDIA),2014-2014,1,2,1,8,4*,8.00,,,0,0,0,test.csv,,
JT Willoughby (SA),1896-1896,2,4,0,8,5,2.00,,,0,0,2,test.csv,,
RJ Blakey (ENG),1993-1993,2,4,0,7,6,1.75,,,0,0,2,test.csv,,
N Chopra (INDIA),2000-2000,1,2,0,7,4,3.50,,,0,0,0,test.csv,,
FJ Cook (SA),1896-1896,1,2,0,7,7,3.50,,,0,0,1,test.csv,,
Ehsanul Haque (BDESH),2002-2002,1,2,0,7,5,3.50,,,0,0,0,test.csv,,
Faisal Hossain (BDESH),2004-2004,1,2,0,7,5,3.50,,,0,0,0,test.csv,,
WHB Frank (SA),1896-1896,1,2,0,7,5,3.50,,,0,0,0,test.csv,,
RHM Hands (SA),1914-1914,1,2,0,7,7,3.50,,,0,0,1,test.csv,,
RI Harford (NZ),1968-1968,3,5,2,7,6,2.33,,,0,0,1,test.csv,,
Ikram Alikhil (AFG),2019-2019,1,1,0,7,7,7.00,,,0,0,0,test.csv,,
SD Jack (SA),1994-1995,2,2,0,7,7,3.50,,,0,0,1,test.csv,,
CM Kuggeleijn (NZ),1988-1988,2,4,0,7,7,1.75,,,0,0,3,test.csv,,
WHV Levett (ENG),1934-1934,1,2,1,7,5,7.00,,,0,0,0,test.csv,,
TG McMahon (NZ),1955-1956,5,7,4,7,4*,2.33,,,0,0,2,test.csv,,
AM Matheson (NZ),1930-1931,2,1,0,7,7,7.00,,,0,0,0,test.csv,,
W Mead (ENG),1899-1899,1,2,0,7,7,3.50,,,0,0,1,test.csv,,
Mohammad Zahid (PAK),1996-2003,5,6,1,7,6*,1.40,,,0,0,4,test.csv,,
Munir Malik (PAK),1959-1962,3,4,1,7,4,2.33,,,0,0,1,test.csv,,
S Nyalchand (INDIA),1952-1952,1,2,1,7,6*,7.00,,,0,0,0,test.csv,,
GAHM Parkar (INDIA),1982-1982,1,2,0,7,6,3.50,,,0,0,0,test.csv,,
Rafiqul Islam (BDESH),2002-2002,1,2,0,7,6,3.50,,,0,0,0,test.csv,,
Shahid Israr (PAK),1976-1976,1,1,1,7,7*,-,,,0,0,0,test.csv,,
H Smith (ENG),1928-1928,1,1,0,7,7,7.00,,,0,0,0,test.csv,,
J Southerton (ENG),1877-1877,2,3,1,7,6,3.50,,,0,0,1,test.csv,,
A Warren (ENG),1905-1905,1,1,0,7,7,7.00,,,0,0,0,test.csv,,
DM Washington (WI),2005-2005,1,1,1,7,7*,-,,,0,0,0,test.csv,,
GEC Wood (ENG),1924-1924,3,2,0,7,6,3.50,,,0,0,0,test.csv,,
SA Ankola (INDIA),1989-1989,1,1,0,6,6,6.00,,,0,0,0,test.csv,,
MA Beer (AUS),2011-2012,2,3,1,6,2*,3.00,,,0,0,0,test.csv,,
R Berry (ENG),1950-1950,2,4,2,6,4*,3.00,,,0,0,1,test.csv,,
AR Bhat (INDIA),1983-1983,2,3,1,6,6,3.00,,,0,0,1,test.csv,,
JH Cameron (WI),1939-1939,2,3,0,6,5,2.00,,,0,0,1,test.csv,,
PP Chawla (INDIA),2006-2012,3,3,0,6,4,2.00,,,0,0,0,test.csv,,
DP Conyngham (SA),1923-1923,1,2,2,6,3*,-,,,0,0,0,test.csv,,
AHC Cooper (SA),1913-1913,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
WH Copson (ENG),1939-1947,3,1,0,6,6,6.00,,,0,0,0,test.csv,,
G Coulthard (AUS),1882-1882,1,1,1,6,6*,-,,,0,0,0,test.csv,,
MS Crane (ENG),2018-2018,1,2,0,6,4,3.00,,,0,0,0,test.csv,,
AC Dale (AUS),1998-1999,2,3,0,6,5,2.00,,,0,0,1,test.csv,,
AR Dell (AUS),1971-1974,2,2,2,6,3*,-,,,0,0,0,test.csv,,
SH Emery (AUS),1912-1912,4,2,0,6,5,3.00,,,0,0,0,test.csv,,
CE Finlason (SA),1889-1889,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
PLS Gamage (SL),2017-2018,5,8,4,6,3,1.50,,,0,0,1,test.csv,,
RA Gaunt (AUS),1958-1964,3,4,2,6,3,3.00,,,0,0,0,test.csv,,
R Graham (SA),1899-1899,2,4,0,6,4,1.50,,,0,0,2,test.csv,,
Harvinder Singh (INDIA),1998-2001,3,4,1,6,6,2.00,,,0,0,2,test.csv,,
JM Holland (AUS),2016-2018,4,7,5,6,3,3.00,,,0,0,0,test.csv,,
AP Igglesden (ENG),1989-1994,3,5,3,6,3*,3.00,,,0,0,2,test.csv,,
VV Kumar (INDIA),1961-1961,2,2,0,6,6,3.00,,,0,0,1,test.csv,,
F Morley (ENG),1880-1883,4,6,2,6,2*,1.50,,,0,0,2,test.csv,,
SA Muller (AUS),1999-1999,2,2,2,6,6*,-,,,0,0,0,test.csv,,
TK Musakanda (ZIM),2017-2017,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
DC Parkin (SA),1892-1892,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
WFF Price (ENG),1938-1938,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
CFH Prince (SA),1899-1899,1,2,0,6,5,3.00,,,0,0,0,test.csv,,
Rajinder Pal (INDIA),1964-1964,1,2,1,6,3*,6.00,,,0,0,0,test.csv,,
V Razdan (INDIA),1989-1989,2,2,1,6,6*,6.00,,,0,0,1,test.csv,,
AR Richards (SA),1896-1896,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
TL Richmond (ENG),1921-1921,1,2,0,6,4,3.00,,,0,0,0,test.csv,,
MW Rushmere (SA),1992-1992,1,2,0,6,3,3.00,,,0,0,0,test.csv,,
KJ Silva (SL),1995-1998,7,4,1,6,6*,2.00,,,0,0,3,test.csv,,
RA Sinfield (ENG),1938-1938,1,1,0,6,6,6.00,,,0,0,0,test.csv,,
R Wood (ENG),1887-1887,1,2,0,6,6,3.00,,,0,0,1,test.csv,,
FE Allan (AUS),1879-1879,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
IBA Allen (WI),1991-1991,2,2,2,5,4*,-,,,0,0,0,test.csv,,
WM Anderson (NZ),1946-1946,1,2,0,5,4,2.50,,,0,0,0,test.csv,,
SG Borthwick (ENG),2014-2014,1,2,0,5,4,2.50,,,0,0,0,test.csv,,
T Bosch (SA),1992-1992,1,2,2,5,5*,-,,,0,0,0,test.csv,,
GR Breese (WI),2002-2002,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
GE Corling (AUS),1964-1964,5,4,1,5,3,1.66,,,0,0,2,test.csv,,
A Ducat (ENG),1921-1921,1,2,0,5,3,2.50,,,0,0,0,test.csv,,
KH Eastwood (AUS),1971-1971,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
JN Hamilton (WI),2019-2019,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
A Hurwood (AUS),1930-1931,2,2,0,5,5,2.50,,,0,0,1,test.csv,,
RJD Jamshedji (INDIA),1933-1933,1,2,2,5,4*,-,,,0,0,0,test.csv,,
HK Jayantilal (INDIA),1971-1971,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
TP Kamungozi (ZIM),2014-2014,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
NM Kulkarni (INDIA),1997-2001,3,2,1,5,4,5.00,,,0,0,0,test.csv,,
FA MacKinnon (ENG),1879-1879,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
Mahbubul Alam (BDESH),2008-2008,4,7,3,5,2,1.25,,,0,0,2,test.csv,,
AP Marr (AUS),1885-1885,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
NO Miller (WI),2009-2009,1,2,0,5,5,2.50,,,0,0,1,test.csv,,
NS Mitchell-Innes (ENG),1935-1935,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
GH Mudie (WI),1935-1935,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
TRO Payne (WI),1986-1986,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
S Prasanna (SL),2011-2011,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
RH Robinson (AUS),1936-1936,1,2,0,5,3,2.50,,,0,0,0,test.csv,,
AHP Scott (WI),1953-1953,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
SMSM Senanayake (SL),2013-2014,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
A Shahzad (ENG),2010-2010,1,1,0,5,5,5.00,,,0,0,0,test.csv,,
GL Tapscott (SA),1913-1913,1,2,0,5,4,2.50,,,0,0,0,test.csv,,
B Arun (INDIA),1986-1987,2,2,1,4,2*,4.00,,,0,0,0,test.csv,,
HK Bennett (NZ),2010-2010,1,1,0,4,4,4.00,,,0,0,0,test.csv,,
ID Blackwell (ENG),2006-2006,1,1,0,4,4,4.00,,,0,0,0,test.csv,,
C Burke (NZ),1946-1946,1,2,0,4,3,2.00,,,0,0,0,test.csv,,
FJ Burton (AUS),1887-1888,2,4,2,4,2*,2.00,,,0,0,0,test.csv,,
ID Buys (SA),1922-1922,1,2,1,4,4*,4.00,,,0,0,1,test.csv,,
JAK Cochran (SA),1931-1931,1,1,0,4,4,4.00,,,0,0,0,test.csv,,
C Cook (ENG),1947-1947,1,2,0,4,4,2.00,,,0,0,1,test.csv,,
JT Cottam (AUS),1887-1887,1,2,0,4,3,2.00,,,0,0,0,test.csv,,
Ebadat Hossain (BDESH),2019-2019,4,8,2,4,2,0.66,,,0,0,3,test.csv,,
CJ Ferguson (AUS),2016-2016,1,2,0,4,3,2.00,,,0,0,0,test.csv,,
H Foley (NZ),1930-1930,1,2,0,4,2,2.00,,,0,0,0,test.csv,,
RA Gleeson (SA),1896-1896,1,2,1,4,3,4.00,,,0,0,0,test.csv,,
T Greenhough (ENG),1959-1960,4,4,1,4,2,1.33,,,0,0,1,test.csv,,
MJ Haslam (NZ),1992-1995,4,2,1,4,3,4.00,,,0,0,0,test.csv,,
Irfan Fazil (PAK),2000-2000,1,2,1,4,3,4.00,,,0,0,0,test.csv,,
MP Jarvis (ZIM),1992-1994,5,3,1,4,2*,2.00,,,0,0,1,test.csv,,
Javed Akhtar (PAK),1962-1962,1,2,1,4,2*,4.00,,,0,0,0,test.csv,,
GR Loveridge (NZ),1996-1996,1,1,1,4,4*,-,,,0,0,0,test.csv,,
Mir Hamza (PAK),2018-2018,1,2,2,4,4*,-,,,0,0,0,test.csv,,
Nazmul Islam (BDESH),2018-2018,1,2,0,4,4,2.00,,,0,0,1,test.csv,,
WHM Richards (SA),1889-1889,1,2,0,4,4,2.00,,,0,0,1,test.csv,,
AM Smith (ENG),1997-1997,1,2,1,4,4*,4.00,,,0,0,1,test.csv,,
HD Smith (NZ),1933-1933,1,1,0,4,4,4.00,,,0,0,0,test.csv,,
WRT Solomon (SA),1899-1899,1,2,0,4,2,2.00,,,0,0,0,test.csv,,
Khaled Ahmed (BDESH),2018-2019,2,2,1,4,4*,4.00,,,0,0,1,test.csv,,
JO Taylor (WI),1958-1959,3,5,3,4,4*,2.00,,,0,0,2,test.csv,,
SN Thakur (INDIA),2018-2018,1,1,1,4,4*,-,,,0,0,0,test.csv,,
JJ Warr (ENG),1951-1951,2,4,0,4,4,1.00,,,0,0,3,test.csv,,
AJ Webbe (ENG),1879-1879,1,2,0,4,4,2.00,,,0,0,1,test.csv,,
S Young (AUS),1997-1997,1,2,1,4,4*,4.00,,,0,0,1,test.csv,,
ST Banerjee (INDIA),1992-1992,1,1,0,3,3,3.00,,,0,0,0,test.csv,,
A Brown (ENG),1961-1961,2,1,1,3,3*,-,,,0,0,0,test.csv,,
NR Chowdhury (INDIA),1949-1951,2,2,1,3,3*,3.00,,,0,0,1,test.csv,,
CB Clarke (WI),1939-1939,3,4,1,3,2,1.00,,,0,0,1,test.csv,,
SH Cook (AUS),1997-1997,2,2,2,3,3*,-,,,0,0,0,test.csv,,
JRF Duncan (AUS),1971-1971,1,1,0,3,3,3.00,,,0,0,0,test.csv,,
Farooq Hamid (PAK),1964-1964,1,2,0,3,3,1.50,,,0,0,1,test.csv,,
IS Gallage (SL),1999-1999,1,1,0,3,3,3.00,,,0,0,0,test.csv,,
JB Gannon (AUS),1977-1978,3,5,4,3,3*,3.00,,,0,0,1,test.csv,,
JK Irani (INDIA),1947-1947,2,3,2,3,2*,3.00,,,0,0,1,test.csv,,
JB Iverson (AUS),1950-1951,5,7,3,3,1*,0.75,,,0,0,2,test.csv,,
Jalal-ud-Din (PAK),1982-1985,6,3,2,3,2,3.00,,,0,0,0,test.csv,,
IS Madray (WI),1958-1958,2,3,0,3,2,1.00,,,0,0,1,test.csv,,
MJ Mason (NZ),2004-2004,1,2,0,3,3,1.50,,,0,0,1,test.csv,,
CWL Parker (ENG),1921-1921,1,1,1,3,3*,-,,,0,0,0,test.csv,,
GM Parker (SA),1924-1924,2,4,2,3,2*,1.50,,,0,0,2,test.csv,,
RTD Perks (ENG),1939-1939,2,2,2,3,2*,-,,,0,0,0,test.csv,,
RJ Pope (AUS),1885-1885,1,2,0,3,3,1.50,,,0,0,1,test.csv,,
MA Small (WI),1984-1984,2,1,1,3,3*,-,,,0,0,0,test.csv,,
CA Smith (ENG),1889-1889,1,1,0,3,3,3.00,,,0,0,0,test.csv,,
MM Sood (INDIA),1960-1960,1,2,0,3,3,1.50,,,0,0,1,test.csv,,
GR Sunderam (INDIA),1955-1956,2,1,1,3,3*,-,,,0,0,0,test.csv,,
CDUS Weerasinghe (SL),1985-1985,1,1,0,3,3,3.00,,,0,0,0,test.csv,,
AP Wells (ENG),1995-1995,1,2,1,3,3*,3.00,,,0,0,1,test.csv,,
LL Wilkinson (ENG),1938-1939,3,2,1,3,2,3.00,,,0,0,0,test.csv,,
JH Childs (ENG),1988-1988,2,4,4,2,2*,-,,,0,0,0,test.csv,,
V Dahiya (INDIA),2000-2000,2,1,1,2,2*,-,,,0,0,0,test.csv,,
JF du Toit (SA),1892-1892,1,2,2,2,2*,-,,,0,0,0,test.csv,,
Ehteshamuddin (PAK),1979-1982,5,3,1,2,2,1.00,,,0,0,1,test.csv,,
DL Freeman (NZ),1933-1933,2,2,0,2,1,1.00,,,0,0,0,test.csv,,
PR George (AUS),2010-2010,1,2,0,2,2,1.00,,,0,0,1,test.csv,,
